ID,Category,hiragana,katakana,Notation fluctuation,Notation fluctuation,Notation fluctuation,Notation fluctuation,Notation fluctuation,Notation fluctuation,,,,,,count,Embedding,<UnBasic>
30284,SEXUAL_WORD,くりぴ,クリピ,,,,,,,,,,,,0,,<UnBasic>
30285,SEXUAL_WORD,クリピアス,クリピアス,,,,,,,,,,,,0,,<UnBasic>
30286,SEXUAL_WORD,クリトリスピアス,クリトリスピアス,,,,,,,,,,,,0,,<UnBasic>
30287,SEXUAL_WORD,おしがま,オシガマ,,,,,,,,,,,,0,,<UnBasic>
30288,SEXUAL_WORD,おしっこがまん,オシッコガマン,おしっこ我慢,,,,,,,,,,,0,,<UnBasic>
30289,SEXUAL_WORD,しおふき,シオフキ,潮吹き,,,,,,,,,,,0,,名詞
30290,SEXUAL_WORD,おとこのしおふき,オトコノシオフキ,男の潮吹き,,,,,,,,,,,0,,<UnBasic>
30291,SEXUAL_WORD,がまんじる,ガマンジル,我慢汁,,,,,,,,,,,0,,<UnBasic>
30292,SEXUAL_WORD,てまん,テマン,手マン,,,,,,,,,,,0,,<UnBasic>
30293,SEXUAL_WORD,がばまん,ガバマン,,,,,,,,,,,,0,,<UnBasic>
30294,SEXUAL_WORD,びっち,ビッチ,,,,,,,,,,,,0,,名詞
30295,SEXUAL_WORD,きかいかん,キカイカン,機械姦,,,,,,,,,,,0,,<UnBasic>
30296,SEXUAL_WORD,もんぜつ,モンゼツ,悶絶,,,,,,,,,,,0,,名詞
30297,SEXUAL_WORD,だつい,ダツイ,脱衣,,,,,,,,,,,0,,名詞
30298,SEXUAL_WORD,だついまーじゃん,ダツイマージャン,脱衣麻雀,,,,,,,,,,,0,,<UnBasic>
30299,SEXUAL_WORD,ろしゅつぷれい,ロシュツプレイ,露出プレイ,,,,,,,,,,,0,,<UnBasic>
30300,SEXUAL_WORD,えーぶいちゅーばー,エーブイチューバー,,,,,,,,,,,,0,,<UnBasic>
30301,SEXUAL_WORD,えろはいしん,エロハイシン,エロ配信,,,,,,,,,,,0,,<UnBasic>
30302,SEXUAL_WORD,まぞおんな,マゾオンナ,マゾ女,,,,,,,,,,,0,,<UnBasic>
30303,SEXUAL_WORD,じぇーえす,ジェーエス,,,,,,,,,,,,0,,<UnBasic>
30304,SEXUAL_WORD,じぇーしー,ジェーシー,,,,,,,,,,,,0,,<UnBasic>
30305,SEXUAL_WORD,じぇーけー,ジェーケー,,,,,,,,,,,,0,,<UnBasic>
30306,SEXUAL_WORD,じぇーでぃー,ジェーディー,,,,,,,,,,,,0,,<UnBasic>
30307,SEXUAL_WORD,おめこ,オメコ,,,,,,,,,,,,0,,<UnBasic>
30308,SEXUAL_WORD,おまんまん,オマンマン,,,,,,,,,,,,0,,<UnBasic>
30309,SEXUAL_WORD,まんまん,マンマン,,,,,,,,,,,,0,,<UnBasic>
30310,SEXUAL_WORD,まんみせ,マンミセ,マン見せ,,,,,,,,,,,0,,<UnBasic>
30311,SEXUAL_WORD,ふうぞく,フウゾク,風俗,,,,,,,,,,,0,,名詞
30312,SEXUAL_WORD,せいふうぞくてん,セイフウゾクテン,性風俗店,,,,,,,,,,,0,,<UnBasic>
30313,SEXUAL_WORD,じょそう,ジョソウ,女装,,,,,,,,,,,0,,名詞
30314,SEXUAL_WORD,だんそう,ダンソウ,男装,,,,,,,,,,,0,,名詞
30315,SEXUAL_WORD,わいしゃつ,ワイシャツ,,,,,,,,,,,,0,,<UnBasic>
30316,SEXUAL_WORD,ぬーぶら,ヌーブラ,,,,,,,,,,,,0,,<UnBasic>
30317,SEXUAL_WORD,ぱっど,パッド,,,,,,,,,,,,0,,名詞
30318,SEXUAL_WORD,たんぽん,タンポン,,,,,,,,,,,,0,,<UnBasic>
30319,SEXUAL_WORD,せいりようぱっど,セイリヨウパッド,生理用パッド,,,,,,,,,,,0,,<UnBasic>
30320,SEXUAL_WORD,すぽーるばん,スポールバン,,,,,,,,,,,,0,,<UnBasic>
30321,SEXUAL_WORD,いんもん,インモン,淫紋,,,,,,,,,,,0,,名詞
30322,SEXUAL_WORD,きとうぜめ,キトウゼメ,亀頭責め,,,,,,,,,,,0,,<UnBasic>
30323,SEXUAL_WORD,ちくびぜめ,チクビゼメ,乳首責め,,,,,,,,,,,0,,<UnBasic>
30324,SEXUAL_WORD,くりぜめ,クリゼメ,クリ責め,,,,,,,,,,,0,,<UnBasic>
30325,SEXUAL_WORD,かんど,カンド,感度,,,,,,,,,,,0,,名詞
30326,SEXUAL_WORD,しょちょう,ショチョウ,初潮,,,,,,,,,,,0,,名詞
30327,SEXUAL_WORD,せいつう,セイツウ,精通,,,,,,,,,,,0,,名詞
30328,SEXUAL_WORD,ろり,ロリ,,,,,,,,,,,,0,,<UnBasic>
30329,SEXUAL_WORD,しょた,ショタ,,,,,,,,,,,,0,,<UnBasic>
30330,SEXUAL_WORD,ろりこん,ロリコン,,,,,,,,,,,,0,,<UnBasic>
30331,SEXUAL_WORD,しょたこん,ショタコン,,,,,,,,,,,,0,,<UnBasic>
30332,SEXUAL_WORD,しすこん,シスコン,,,,,,,,,,,,0,,<UnBasic>
30333,SEXUAL_WORD,ぶらこん,ブラコン,,,,,,,,,,,,0,,<UnBasic>
30334,SEXUAL_WORD,きんしんそうかん,キンシンソウカン,近親相姦,,,,,,,,,,,0,,<UnBasic>
30335,SEXUAL_WORD,いもうとまんこ,イモウトマンコ,妹まんこ,,,,,,,,,,,0,,<UnBasic>
30336,SEXUAL_WORD,あねまんこ,アネマンコ,姉まんこ,,,,,,,,,,,0,,<UnBasic>
30337,SEXUAL_WORD,おねえちゃんまんこ,オネエチャンマンコ,お姉ちゃんまんこ,,,,,,,,,,,0,,<UnBasic>
30338,SEXUAL_WORD,はぐ,ハグ,,,,,,,,,,,,0,,動詞
30339,SEXUAL_WORD,したちち,シタチチ,下乳,,,,,,,,,,,0,,<UnBasic>
30340,SEXUAL_WORD,うえちち,ウエチチ,上乳,,,,,,,,,,,0,,<UnBasic>
30341,SEXUAL_WORD,よこちち,ヨコチチ,横ちち,,,,,,,,,,,0,,<UnBasic>
30342,SEXUAL_WORD,にゅうとう,ニュウトウ,乳頭,,,,,,,,,,,0,,名詞
30343,SEXUAL_WORD,かんぼつちくび,カンボツチクビ,陥没乳首,,,,,,,,,,,0,,<UnBasic>
30344,SEXUAL_WORD,かくちょう,カクチョウ,拡張,,,,,,,,,,,0,,名詞
30345,SEXUAL_WORD,よばい,ヨバイ,夜這い,,,,,,,,,,,0,,名詞
30346,SEXUAL_WORD,のどおく,ノドオク,喉奥,,,,,,,,,,,0,,<UnBasic>
30347,SEXUAL_WORD,まんひだ,マンヒダ,,,,,,,,,,,,0,,<UnBasic>
30348,SEXUAL_WORD,くりぽっち,クリポッチ,,,,,,,,,,,,0,,<UnBasic>
30349,SEXUAL_WORD,しきゅうこう,シキュウコウ,子宮口,,,,,,,,,,,0,,<UnBasic>
30350,SEXUAL_WORD,せーし,セーシ,,,,,,,,,,,,0,,<UnBasic>
30351,SEXUAL_WORD,ちんげ,チンゲ,ちん毛,,,,,,,,,,,0,,<UnBasic>
30352,SEXUAL_WORD,まんげ,マンゲ,まん毛,,,,,,,,,,,0,,<UnBasic>
30353,SEXUAL_WORD,いんもう,インモウ,陰毛,,,,,,,,,,,0,,名詞
30354,SEXUAL_WORD,ていもう,テイモウ,剃毛,,,,,,,,,,,0,,<UnBasic>
30355,SEXUAL_WORD,なでなで,ナデナデ,,,,,,,,,,,,0,,<UnBasic>
30356,SEXUAL_WORD,もみもみ,モミモミ,,,,,,,,,,,,0,,<UnBasic>
30357,SEXUAL_WORD,でかまら,デカマラ,,,,,,,,,,,,0,,<UnBasic>
30358,SEXUAL_WORD,ほうけい,ホウケイ,包茎,,,,,,,,,,,0,,名詞
30359,SEXUAL_WORD,どうてい,ドウテイ,童貞,,,,,,,,,,,0,,名詞
30360,SEXUAL_WORD,にーそっくす,ニーソックス,,,,,,,,,,,,0,,<UnBasic>
30361,SEXUAL_WORD,たいつ,タイツ,,,,,,,,,,,,0,,<UnBasic>
30362,SEXUAL_WORD,ぱんちら,パンチラ,,,,,,,,,,,,0,,名詞
30363,SEXUAL_WORD,まんちら,マンチラ,,,,,,,,,,,,0,,<UnBasic>
30364,SEXUAL_WORD,はみまん,ハミマン,,,,,,,,,,,,0,,<UnBasic>
30365,SEXUAL_WORD,すけべ,スケベ,助平,,,,,,,,,,,0,,名詞
30366,SEXUAL_WORD,すけべいす,スケベイス,スケベ椅子,,,,,,,,,,,0,,<UnBasic>
30367,SEXUAL_WORD,たまなめ,タマナメ,玉舐め,,,,,,,,,,,0,,<UnBasic>
30368,SEXUAL_WORD,ぼっきちくび,ボッキチクビ,勃起乳首,,,,,,,,,,,0,,<UnBasic>
30369,SEXUAL_WORD,でかちくび,デカチクビ,デカ乳首,,,,,,,,,,,0,,<UnBasic>
30370,SEXUAL_WORD,めすか,メスカ,雌化,,,,,,,,,,,0,,<UnBasic>
30371,SEXUAL_WORD,にょうどう,ニョウドウ,尿道,,,,,,,,,,,0,,名詞
30372,SEXUAL_WORD,ぱんぱん,パンパン,,,,,,,,,,,,0,,名詞
30373,SEXUAL_WORD,おむつ,オムツ,,,,,,,,,,,,0,,名詞
30374,SEXUAL_WORD,せんたくばさみ,センタクバサミ,洗濯ばさみ,,,,,,,,,,,0,,<UnBasic>
30375,SEXUAL_WORD,ぱいぱん,パイパン,,,,,,,,,,,,0,,名詞
30376,SEXUAL_WORD,つるつる,ツルツル,,,,,,,,,,,,0,,副詞
30377,SEXUAL_WORD,むもう,ムモウ,無毛,,,,,,,,,,,0,,<UnBasic>
30378,SEXUAL_WORD,れいぞく,レイゾク,隷属,,,,,,,,,,,0,,名詞
30379,SEXUAL_WORD,せっかん,セッカン,折檻,,,,,,,,,,,0,,名詞
30380,SEXUAL_WORD,せいかん,セイカン,性感,,,,,,,,,,,0,,名詞
30381,SEXUAL_WORD,せいかんたい,セイカンタイ,性感帯,,,,,,,,,,,0,,<UnBasic>
30382,SEXUAL_WORD,せいかんまっさーじ,セイカンマッサージ,性感マッサージ,,,,,,,,,,,0,,<UnBasic>
30383,SEXUAL_WORD,おふぱこ,オフパコ,,,,,,,,,,,,0,,<UnBasic>
30384,SEXUAL_WORD,ちょっけつ,チョッケツ,直結,,,,,,,,,,,0,,名詞
30385,SEXUAL_WORD,さんぴー,サンピー,,,,,,,,,,,,0,,<UnBasic>
30386,SEXUAL_WORD,すかとろ,スカトロ,,,,,,,,,,,,0,,<UnBasic>
30387,SEXUAL_WORD,すぱんきんぐ,スパンキング,,,,,,,,,,,,0,,<UnBasic>
30388,SEXUAL_WORD,すまた,スマタ,素股,,,,,,,,,,,0,,名詞
30389,SEXUAL_WORD,わき,ワキ,脇,,,,,,,,,,,0,,名詞
30390,SEXUAL_WORD,わきげ,ワキゲ,脇毛,,,,,,,,,,,0,,名詞
30391,SEXUAL_WORD,しろうと,シロウト,素人,,,,,,,,,,,0,,名詞
30392,SEXUAL_WORD,しろうとどうてい,シロウトドウテイ,素人童貞,,,,,,,,,,,0,,<UnBasic>
30393,SEXUAL_WORD,はんら,ハンラ,半裸,,,,,,,,,,,0,,名詞
30394,SEXUAL_WORD,ばにー,バニー,,,,,,,,,,,,0,,<UnBasic>
30395,SEXUAL_WORD,ばにーがーる,バニーガール,,,,,,,,,,,,0,,<UnBasic>
30396,SEXUAL_WORD,ぎゃくばにー,ギャクバニー,逆バニー,,,,,,,,,,,0,,<UnBasic>
30397,SEXUAL_WORD,ぼーるぎゃぐ,ボールギャグ,,,,,,,,,,,,0,,<UnBasic>
30398,SEXUAL_WORD,くちかせ,クチカセ,口枷,,,,,,,,,,,0,,<UnBasic>
30399,SEXUAL_WORD,てかせ,テカセ,手枷,,,,,,,,,,,0,,名詞
30400,SEXUAL_WORD,あしかせ,アシカセ,足枷,,,,,,,,,,,0,,名詞
30401,SEXUAL_WORD,くびわ,クビワ,首輪,,,,,,,,,,,0,,名詞
30402,SEXUAL_WORD,ぺっと,ペット,,,,,,,,,,,,0,,名詞
30403,SEXUAL_WORD,せるふ,セルフ,,,,,,,,,,,,0,,<UnBasic>
30404,SEXUAL_WORD,みこ,ミコ,巫女,,,,,,,,,,,0,,名詞
30405,SEXUAL_WORD,みこふく,ミコフク,巫女服,,,,,,,,,,,0,,<UnBasic>
30406,SEXUAL_WORD,すくみず,スクミズ,スク水,,,,,,,,,,,0,,<UnBasic>
30407,SEXUAL_WORD,すくーるみずぎ,スクールミズギ,スクール水着,,,,,,,,,,,0,,<UnBasic>
30408,SEXUAL_WORD,きゅうすく,キュウスク,旧スク,,,,,,,,,,,0,,<UnBasic>
30409,SEXUAL_WORD,きゅうがたすくーるみずぎ,キュウガタスクールミズギ,旧型スクール水着,,,,,,,,,,,0,,<UnBasic>
30410,SEXUAL_WORD,はーれむ,ハーレム,,,,,,,,,,,,0,,<UnBasic>
30411,SEXUAL_WORD,かぶとあわせ,カブトアワセ,兜合わせ,,,,,,,,,,,0,,<UnBasic>
30412,SEXUAL_WORD,かいあわせ,カイアワセ,貝合わせ,,,,,,,,,,,0,,<UnBasic>
30413,SEXUAL_WORD,えーぶい,エーブイ,,,,,,,,,,,,0,,<UnBasic>
30414,SEXUAL_WORD,あだるとびでお,アダルトビデオ,,,,,,,,,,,,0,,<UnBasic>
30415,SEXUAL_WORD,こづくり,コヅクリ,子づくり,,,,,,,,,,,0,,<UnBasic>
30416,SEXUAL_WORD,こづくりせっくす,コヅクリセックス,子づくりセックス,,,,,,,,,,,0,,<UnBasic>
30417,SEXUAL_WORD,むせきにん,ムセキニン,無責任,,,,,,,,,,,0,,<UnBasic>
30418,SEXUAL_WORD,ぜんぎ,ゼンギ,前戯,,,,,,,,,,,0,,<UnBasic>
30419,SEXUAL_WORD,そうご,ソウゴ,相互,,,,,,,,,,,0,,名詞
30420,SEXUAL_WORD,おなつう,オナツウ,オナ通,,,,,,,,,,,0,,<UnBasic>
30421,SEXUAL_WORD,おなにーつうわ,オナニーツウワ,オナニー通話,,,,,,,,,,,0,,<UnBasic>
30422,SEXUAL_WORD,おなでん,オナデン,オナ電,,,,,,,,,,,0,,<UnBasic>
30423,SEXUAL_WORD,おなにーでんわ,オナニーデンワ,オナニー電話,,,,,,,,,,,0,,<UnBasic>
30424,SEXUAL_WORD,そうごおなにー,ソウゴオナニー,相互オナニー,,,,,,,,,,,0,,<UnBasic>
30425,SEXUAL_WORD,きゅういん,キュウイン,吸引,,,,,,,,,,,0,,名詞
30426,SEXUAL_WORD,ちくびきゅういん,チクビキュウイン,乳首吸引,,,,,,,,,,,0,,<UnBasic>
30427,SEXUAL_WORD,ちくしゃ,チクシャ,ちく射,,,,,,,,,,,0,,<UnBasic>
30428,SEXUAL_WORD,やりまん,ヤリマン,,,,,,,,,,,,0,,<UnBasic>
30429,SEXUAL_WORD,やりちん,ヤリチン,,,,,,,,,,,,0,,<UnBasic>
30430,SEXUAL_WORD,ただまん,タダマン,,,,,,,,,,,,0,,<UnBasic>
30431,SEXUAL_WORD,だいしゅきほーるど,ダイシュキホールド,だいしゅきホールド,,,,,,,,,,,0,,<UnBasic>
30432,SEXUAL_WORD,たねつけ,タネツケ,種付け,,,,,,,,,,,0,,名詞
30433,SEXUAL_WORD,たねつけほーるど,タネツケホールド,種付けホールド,,,,,,,,,,,0,,<UnBasic>
30434,SEXUAL_WORD,たねつけぷれす,タネツケプレス,種付けプレス,,,,,,,,,,,0,,<UnBasic>
30435,SEXUAL_WORD,でぃるど,ディルド,,,,,,,,,,,,0,,<UnBasic>
30436,SEXUAL_WORD,ちろう,チロウ,遅漏,,,,,,,,,,,0,,<UnBasic>
30437,SEXUAL_WORD,そうろう,ソウロウ,早漏,,,,,,,,,,,0,,名詞
30438,SEXUAL_WORD,じゅにゅう,,授乳,,,,,,,,,,,0,,名詞
30439,SEXUAL_WORD,じゅにゅうてこき,ジュニュウテコキ,授乳手コキ,,,,,,,,,,,0,,<UnBasic>
30440,SEXUAL_WORD,がんき,ガンキ,顔騎,,,,,,,,,,,0,,<UnBasic>
30441,SEXUAL_WORD,がんめんきじょうい,ガンメンキジョウイ,顔面騎乗位,,,,,,,,,,,0,,<UnBasic>
30442,SEXUAL_WORD,でぃーぷすろーと,ディープスロート,,,,,,,,,,,,0,,<UnBasic>
30443,SEXUAL_WORD,あいどる,アイドル,,,,,,,,,,,,0,,<UnBasic>
30444,SEXUAL_WORD,ねとられ,ネトラレ,寝取られ,,,,,,,,,,,0,,<UnBasic>
30445,SEXUAL_WORD,ねとらせ,ネトラセ,寝取らせ,,,,,,,,,,,0,,<UnBasic>
30446,SEXUAL_WORD,おねだり,オネダリ,,,,,,,,,,,,0,,<UnBasic>
30447,SEXUAL_WORD,はめどり,ハメドリ,ハメ撮り,,,,,,,,,,,0,,<UnBasic>
30448,SEXUAL_WORD,じどり,ジドリ,自撮り,,,,,,,,,,,0,,<UnBasic>
30449,SEXUAL_WORD,えろじどり,エロジドリ,エロ自撮り,,,,,,,,,,,0,,<UnBasic>
30450,SEXUAL_WORD,ぴすとんばいぶ,ピストンバイブ,,,,,,,,,,,,0,,名詞
30451,SEXUAL_WORD,なかいき,ナカイキ,中イキ,,,,,,,,,,,0,,<UnBasic>
30452,SEXUAL_WORD,くりいき,クリイキ,クリイキ,,,,,,,,,,,0,,名詞
30453,SEXUAL_WORD,ぼにゅう,ボニュウ,母乳,,,,,,,,,,,0,,名詞
30454,SEXUAL_WORD,どらい,ドライ,,,,,,,,,,,,0,,<UnBasic>
30455,SEXUAL_WORD,どらいおーがずむ,ドライオーガズム,,,,,,,,,,,,0,,<UnBasic>
30456,SEXUAL_WORD,ところてん,トコロテン,,,,,,,,,,,,0,,名詞
30457,SEXUAL_WORD,ふでおろし,フデオロシ,筆おろし,,,,,,,,,,,0,,<UnBasic>
30458,SEXUAL_WORD,らんこう,ランコウ,乱交,,,,,,,,,,,0,,<UnBasic>
30459,SEXUAL_WORD,わかん,ワカン,和姦,,,,,,,,,,,0,,名詞
30460,SEXUAL_WORD,おさなななじみ,オサナナナジミ,おさななじみ,,,,,,,,,,,0,,<UnBasic>
30461,SEXUAL_WORD,さそいうけ,サソイウケ,誘い受け,,,,,,,,,,,0,,<UnBasic>
30462,SEXUAL_WORD,せめ,セメ,攻め,,,,,,,,,,,0,,名詞
30463,SEXUAL_WORD,さお,サオ,竿,,,,,,,,,,,0,,名詞
30464,SEXUAL_WORD,どすけべ,ドスケベ,,,,,,,,,,,,0,,<UnBasic>
30465,SEXUAL_WORD,せいそ,セイソ,清楚,,,,,,,,,,,0,,名詞
30466,SEXUAL_WORD,せんのう,センノウ,洗脳,,,,,,,,,,,0,,名詞
30467,SEXUAL_WORD,しつけ,シツケ,躾,,,,,,,,,,,0,,名詞
30468,SEXUAL_WORD,さいみんあぷり,サイミンアプリ,催眠アプリ,,,,,,,,,,,0,,<UnBasic>
30469,SEXUAL_WORD,こんどーむ,コンドーム,,,,,,,,,,,,0,,<UnBasic>
30470,SEXUAL_WORD,ごむべると,ゴムベルト,,,,,,,,,,,,0,,<UnBasic>
30471,SEXUAL_WORD,こんどーむべると,コンドームベルト,,,,,,,,,,,,0,,<UnBasic>
30472,SEXUAL_WORD,ちちもみ,チチモミ,乳揉み,,,,,,,,,,,0,,<UnBasic>
30473,SEXUAL_WORD,はつじょう,ハツジョウ,発情,,,,,,,,,,,0,,名詞
30474,SEXUAL_WORD,さきゅばす,サキュバス,,,,,,,,,,,,0,,<UnBasic>
30475,SEXUAL_WORD,びんかん,ビンカン,敏感,,,,,,,,,,,0,,名詞
30476,SEXUAL_WORD,なまちち,ナマチチ,生乳,,,,,,,,,,,0,,名詞
30477,SEXUAL_WORD,すぽぶら,スポブラ,,,,,,,,,,,,0,,<UnBasic>
30478,SEXUAL_WORD,すぽーつぶら,スポーツブラ,,,,,,,,,,,,0,,<UnBasic>
30479,SEXUAL_WORD,しかん,シカン,視姦,,,,,,,,,,,0,,<UnBasic>
30480,SEXUAL_WORD,おちんぽどれい,オチンポドレイ,オチンポ奴隷,,,,,,,,,,,0,,<UnBasic>
30481,SEXUAL_WORD,まんぐりがえし,マングリガエシ,まんぐり返し,,,,,,,,,,,0,,<UnBasic>
30482,SEXUAL_WORD,ちゃくい,チャクイ,着衣,,,,,,,,,,,0,,名詞
30483,SEXUAL_WORD,みせぱん,ミセパン,見せパン,,,,,,,,,,,0,,<UnBasic>
30484,SEXUAL_WORD,えちえち,エチエチ,,,,,,,,,,,,0,,<UnBasic>
30485,SEXUAL_WORD,おさわり,オサワリ,お触り,,,,,,,,,,,0,,<UnBasic>
30486,SEXUAL_WORD,えむじ,エムジ,M字,,,,,,,,,,,0,,<UnBasic>
30487,SEXUAL_WORD,えむじかいきゃく,エムジカイキャク,M字開脚,,,,,,,,,,,0,,<UnBasic>
30488,SEXUAL_WORD,かいきゃく,カイキャク,開脚,,,,,,,,,,,0,,<UnBasic>
30489,SEXUAL_WORD,くちまんこ,クチマンコ,口まんこ,,,,,,,,,,,0,,<UnBasic>
30490,SEXUAL_WORD,けつまんこ,ケツマンコ,,,,,,,,,,,,0,,<UnBasic>
30491,SEXUAL_WORD,あなるぷらぐ,アナルプラグ,,,,,,,,,,,,0,,<UnBasic>
30492,SEXUAL_WORD,ざーめんみるく,ザーメンミルク,,,,,,,,,,,,0,,<UnBasic>
30493,SEXUAL_WORD,ぎゃくれ,ギャクレ,逆レ,,,,,,,,,,,0,,<UnBasic>
30494,SEXUAL_WORD,ぎゃくれいぷ,ギャクレイプ,逆レイプ,,,,,,,,,,,0,,<UnBasic>
30495,SEXUAL_WORD,ばくにゅう,バクニュウ,爆乳,,,,,,,,,,,0,,名詞
30496,SEXUAL_WORD,ぱいぱい,パイパイ,,,,,,,,,,,,0,,名詞
30497,SEXUAL_WORD,おぱんつ,オパンツ,,,,,,,,,,,,0,,<UnBasic>
30498,SEXUAL_WORD,ねばっく,ネバック,寝バック,,,,,,,,,,,0,,<UnBasic>
30499,SEXUAL_WORD,みみなめ,ミミナメ,耳舐め,,,,,,,,,,,0,,<UnBasic>
30500,SEXUAL_WORD,すけすけ,スケスケ,,,,,,,,,,,,0,,<UnBasic>
30501,SEXUAL_WORD,まるみえ,マルミエ,丸見え,,,,,,,,,,,0,,名詞
30502,SEXUAL_WORD,ぬぽ,ヌポ,,,,,,,,,,,,0,,<UnBasic>
30503,SEXUAL_WORD,こぽ,コポ,,,,,,,,,,,,0,,<UnBasic>
30504,SEXUAL_WORD,ぬぷ,ヌプ,,,,,,,,,,,,0,,<UnBasic>
30505,SEXUAL_WORD,こぽぉ,コポォ,,,,,,,,,,,,0,,<UnBasic>
30506,SEXUAL_WORD,しっきん,シッキン,失禁,,,,,,,,,,,0,,名詞
30507,SEXUAL_WORD,かっぱ,カッパ,,,,,,,,,,,,0,,名詞
30508,SEXUAL_WORD,びきに,ビキニ,,,,,,,,,,,,0,,<UnBasic>
30509,SEXUAL_WORD,いしょう,イショウ,衣装,,,,,,,,,,,0,,名詞
30510,SEXUAL_WORD,れおたーど,レオタード,れおたーど,,,,,,,,,,,0,,<UnBasic>
30511,SEXUAL_WORD,のじゃろり,ノジャロリ,,,,,,,,,,,,0,,<UnBasic>
30512,SEXUAL_WORD,げきうす,ゲキウス,激薄,,,,,,,,,,,0,,<UnBasic>
30513,SEXUAL_WORD,まじっくみらー,マジックミラー,,,,,,,,,,,,0,,<UnBasic>
30514,SEXUAL_WORD,みぬき,ミヌキ,見抜き,,,,,,,,,,,0,,動詞
30515,SEXUAL_WORD,さくせい,サクセイ,搾精,,,,,,,,,,,0,,<UnBasic>
30516,SEXUAL_WORD,うさちゃん,ウサチャン,,,,,,,,,,,,0,,<UnBasic>
30517,SEXUAL_WORD,めひょう,メヒョウ,雌豹,,,,,,,,,,,0,,<UnBasic>
30518,SEXUAL_WORD,しょくしゅ,ショクシュ,触手,,,,,,,,,,,0,,名詞
30519,SEXUAL_WORD,しょくしゅかん,ショクシュカン,触手姦,,,,,,,,,,,0,,<UnBasic>
30520,SEXUAL_WORD,さいみんかん,サイミンカン,催眠姦,,,,,,,,,,,0,,<UnBasic>
30521,SEXUAL_WORD,じゅうかん,ジュウカン,獣姦,,,,,,,,,,,0,,<UnBasic>
30522,SEXUAL_WORD,いんきゅばす,インキュバス,,,,,,,,,,,,0,,<UnBasic>
30523,SEXUAL_WORD,いんぴお,インピオ,,,,,,,,,,,,0,,<UnBasic>
30524,SEXUAL_WORD,ぺちぺち,ペチペチ,,,,,,,,,,,,0,,名詞
30525,SEXUAL_WORD,にんかつ,ニンカツ,妊活,,,,,,,,,,,0,,名詞
30526,SEXUAL_WORD,おりもの,オリモノ,織物,,,,,,,,,,,0,,名詞
30527,SEXUAL_WORD,よるの,ヨルノ,夜の,,,,,,,,,,,0,,<UnBasic>
30528,SEXUAL_WORD,おとなの,オトナノ,大人の,,,,,,,,,,,0,,<UnBasic>
30529,SEXUAL_WORD,おとなのおもちゃ,オトナノオモチャ,大人の玩具,,,,,,,,,,,0,,<UnBasic>
30530,SEXUAL_WORD,あいがん,アイガン,愛玩,,,,,,,,,,,0,,名詞
30531,SEXUAL_WORD,あいがんどうぶつ,アイガンドウブツ,愛玩動物,,,,,,,,,,,0,,<UnBasic>
30532,SEXUAL_WORD,とうさつ,トウサツ,盗撮,,,,,,,,,,,0,,<UnBasic>
30533,SEXUAL_WORD,にんしきそがい,ニンシキソガイ,認識阻害,,,,,,,,,,,0,,<UnBasic>
30534,SEXUAL_WORD,ぎまい,ギマイ,義妹,,,,,,,,,,,0,,名詞
30535,SEXUAL_WORD,ぎあね,ギアネ,義姉,,,,,,,,,,,0,,名詞
30536,SEXUAL_WORD,きすま,キスマ,キス魔,,,,,,,,,,,0,,<UnBasic>
30537,SEXUAL_WORD,めんへら,メンヘラ,,,,,,,,,,,,0,,<UnBasic>
30538,SEXUAL_WORD,つんでれ,ツンデレ,,,,,,,,,,,,0,,<UnBasic>
30539,SEXUAL_WORD,やんでれ,ヤンデレ,,,,,,,,,,,,0,,<UnBasic>
30540,SEXUAL_WORD,くーでれ,クーデレ,,,,,,,,,,,,0,,<UnBasic>
30541,SEXUAL_WORD,でれでれ,デレデレ,,,,,,,,,,,,0,,名詞
30542,SEXUAL_WORD,りふれ,リフレ,,,,,,,,,,,,0,,<UnBasic>
30543,SEXUAL_WORD,めんえす,メンエス,,,,,,,,,,,,0,,<UnBasic>
30544,SEXUAL_WORD,めんずえすて,メンズエステ,,,,,,,,,,,,0,,<UnBasic>
30545,SEXUAL_WORD,しゃくはち,シャクハチ,尺八,,,,,,,,,,,0,,名詞
30546,SEXUAL_WORD,ばぎな,バギナ,,,,,,,,,,,,0,,<UnBasic>
30547,SEXUAL_WORD,ヴぁぎな,ヴァギナ,,,,,,,,,,,,0,,<UnBasic>
30548,SEXUAL_WORD,ひぶ,ヒブ,秘部,,,,,,,,,,,0,,<UnBasic>
30549,SEXUAL_WORD,みつあな,ミツアナ,蜜穴,,,,,,,,,,,0,,<UnBasic>
30550,SEXUAL_WORD,にくあな,ニクアナ,肉穴,,,,,,,,,,,0,,<UnBasic>
30551,SEXUAL_WORD,にくおなほ,ニクオナホ,肉オナホ,,,,,,,,,,,0,,<UnBasic>
30552,SEXUAL_WORD,あそこ,アソコ,,,,,,,,,,,,0,,名詞
30553,SEXUAL_WORD,ちきゅう,チキュウ,恥丘,,,,,,,,,,,0,,<UnBasic>
30554,SEXUAL_WORD,じゅせいらん,ジュセイラン,受精卵,,,,,,,,,,,0,,名詞
30555,SEXUAL_WORD,むせいらん,ムセイラン,無精卵,,,,,,,,,,,0,,名詞
30556,SEXUAL_WORD,おかす,オカス,犯す,,,,,,,,,,,0,,動詞
30557,SEXUAL_WORD,さつえい,サツエイ,撮影,,,,,,,,,,,0,,名詞
